# push tiltY x 固定tiltX x 揮拍方向x過量修正 3軸校準掃描(return-studio.html, push 技術, forehand 側)

> 研究工具輸出，非 game4.html 正式驗收。只逐一計算每個組合的分數，不自動找最佳解。
Updated: 2026-07-13T05:05:33.397Z
Presets: 11（原始16顆，排除 5 顆：no_spin_long_forehand, no_spin_long_backhand, backspin_short_forehand_2, backspin_short_backhand_2, backspin_short_backhand）
sidebackspin_* presets tracked: 7

健檢（reimplementation vs. 未覆寫原始碼, tiltY=1, tiltXFixed=0, overcorrectScale=0）：PASS，逐 preset 完全一致

設計說明：tiltX 現在是固定候選值（不是 vx 的函式）；改成「揮拍方向 x 分量」
依 vx 做過量修正，公式基礎迴歸（game4.html 來源）：
clamp(-0.1436 - 0.5376*vx, -1.2, 1.2)，這裡整條乘上 overcorrectScale 縮放：
- overcorrectScale=0
- overcorrectScale=0.25
- overcorrectScale=0.5
- overcorrectScale=0.75
- overcorrectScale=1
- overcorrectScale=1.5

## Summary

tiltY | 換算角度 | tiltX(固定) | overcorrectScale | pass/total | sidebackspin pass | 失敗 preset
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 1,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7614
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0021
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0332
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6636
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7749
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1297
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0076
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1343
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.045
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0026
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0933
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 1.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.8292
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0019
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0128
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7069
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.8549
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1001
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0044
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1094
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0127
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0014
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0964
      }
    ]
  },
  {
    "tiltY": 1.7,
    "angleDeg": 30.4655,
    "tiltXFixed": 0,
    "overcorrectScale": 0,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4313
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4743
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3838
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3828
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4861
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4377
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3861
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4117
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4075
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.067
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1908
      }
    ]
  },
  {
    "tiltY": 1.7,
    "angleDeg": 30.4655,
    "tiltXFixed": 0,
    "overcorrectScale": 0.25,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4313
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4743
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3838
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3828
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4861
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4377
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3861
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4117
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4075
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.067
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1908
      }
    ]
  },
  {
    "tiltY": 1.7,
    "angleDeg": 30.4655,
    "tiltXFixed": 0,
    "overcorrectScale": 0.5,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4313
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4743
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3838
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3828
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4861
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4377
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3861
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4117
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4075
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.067
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1908
      }
    ]
  },
  {
    "tiltY": 1.7,
    "angleDeg": 30.4655,
    "tiltXFixed": 0,
    "overcorrectScale": 0.75,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4313
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4743
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3838
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3828
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4861
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4377
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3861
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4117
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4075
