# push tiltY x 固定tiltX x 揮拍方向x過量修正 3軸校準掃描(return-studio.html, push 技術, forehand 側)

> 研究工具輸出，非 game4.html 正式驗收。只逐一計算每個組合的分數，不自動找最佳解。
Updated: 2026-07-13T05:05:33.397Z
Presets: 11（原始16顆，排除 5 顆：no_spin_long_forehand, no_spin_long_backhand, backspin_short_forehand_2, backspin_short_backhand_2, backspin_short_backhand）
sidebackspin_* presets tracked: 7

健檢（reimplementation vs. 未覆寫原始碼, tiltY=1, tiltXFixed=0, overcorrectScale=0）：PASS，逐 preset 完全一致

設計說明：tiltX 現在是固定候選值（不是 vx 的函式）；改成「揮拍方向 x 分量」
依 vx 做過量修正，公式基礎迴歸（game4.html 來源）：
clamp(-0.1436 - 0.5376*vx, -1.2, 1.2)，這裡整條乘上 overcorrectScale 縮放：
- overcorrectScale=0
- overcorrectScale=0.25
- overcorrectScale=0.5
- overcorrectScale=0.75
- overcorrectScale=1
- overcorrectScale=1.5

## Summary

tiltY | 換算角度 | tiltX(固定) | overcorrectScale | pass/total | sidebackspin pass | 失敗 preset
        "reason": "成功",
        "netClearance": 0.0663
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4069
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4773
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1562
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0468
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1654
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0867
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0021
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.081
      }
    ]
  },
  {
    "tiltY": 1.4,
    "angleDeg": 35.5377,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5745
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0192
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.05
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4982
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5747
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1415
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.032
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.144
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0626
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0028
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0905
      }
    ]
  },
  {
    "tiltY": 1.4,
    "angleDeg": 35.5377,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0.75,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6456
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0014
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.029
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5669
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6551
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1159
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.01
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1304
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0346
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0016
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0977
      }
    ]
  },
  {
    "tiltY": 1.4,
    "angleDeg": 35.5377,
    "tiltXFixed": 0.5,
    "overcorrectScale": 1,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7002
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.002
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0083
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6142
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7167
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1024
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0023
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1107
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0152
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0024
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.1029
      }
    ]
  },
  {
    "tiltY": 1.4,
    "angleDeg": 35.5377,
    "tiltXFixed": 0.5,
    "overcorrectScale": 1.5,
    "okCount": 5,
    "total": 11,
    "sidebackspinOk": 2,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7679
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0074
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0017
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6561
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7943
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0689
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.015
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0721
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0028
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0015
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.1088
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 0,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 0.25,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 0.5,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 0.75,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 1,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0,
    "overcorrectScale": 1.5,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3823
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4218
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3409
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.432
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3891
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3429
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3605
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0545
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1716
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 0,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 0,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4065
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4032
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3275
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3484
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4388
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3783
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3261
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3599
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.3325
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0458
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.0319
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 0.25,
    "okCount": 2,
    "total": 11,
    "sidebackspinOk": 0,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4237
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3862
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3171
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.369
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4601
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3715
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3116
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3537
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.3267
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0444
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.0265
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 0.5,
    "okCount": 3,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4384
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3716
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3076
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3854
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4783
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3648
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2994
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3476
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.3202
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0422
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1085
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 0.75,
    "okCount": 3,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4497
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3601
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2993
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3966
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4923
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3585
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2899
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3418
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.3128
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.041
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1102
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 1,
    "okCount": 3,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4579
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3515
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2924
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4037
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5023
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3526
      },
      {
